Model Number,L,R,I_DC_Vortex,rango_I_in,I_th,T_relax,Accuracy_Train,Accuracy_Test
50,3.9999999999999994e-09,6.75e-08,0.003,4,0.0006670151666058464,2.4613149533267513e-10,0.8200447093889717,0.74
51,3.9999999999999994e-09,6.999999999999999e-08,0.003,4,0.0007173386702592364,2.705366814800658e-10,0.7991803278688525,0.7033333333333334
52,3.9999999999999994e-09,7.25e-08,0.003,4,0.0007694921195000228,2.9699135731453755e-10,0.5029806259314457,0.29
53,3.9999999999999994e-09,7.5e-08,0.003,4,0.0008234755143282052,3.257095777314467e-10,0.5216095380029806,0.2966666666666667
54,3.9999999999999994e-09,7.75e-08,0.003,4,0.0008792888547437837,3.5693854273541295e-10,0.48658718330849476,0.24333333333333335
55,3.9999999999999994e-09,8e-08,0.003,4,0.000936932140746758,3.909651265775528e-10,0.5085692995529061,0.24
56,3.9999999999999994e-09,8.25e-08,0.003,4,0.0009964053723371283,4.2812402381636514e-10,0.59575260804769,0.49333333333333335
57,3.9999999999999994e-09,8.500000000000001e-08,0.003,4,0.0010577085495148948,4.688079987200941e-10,0.5543964232488823,0.45
58,3.9999999999999994e-09,8.75e-08,0.003,4,0.0011208416722800572,5.134808992520395e-10,0.38152011922503726,0.34
59,3.9999999999999994e-09,9e-08,0.003,4,0.0011858047406326157,5.626943457080922e-10,0.10022354694485842,0.1
60,3.9999999999999994e-09,9.25e-08,0.003,4,0.00125259775457257,6.17109363433875e-10,0.10022354694485842,0.1
61,3.9999999999999994e-09,9.499999999999999e-08,0.003,4,0.0013212207140999202,6.775247563239646e-10,0.10022354694485842,0.1
62,3.9999999999999994e-09,9.749999999999999e-08,0.003,4,0.0013916736192146667,7.449148049533485e-10,0.10022354694485842,0.1
63,3.9999999999999994e-09,1e-07,0.003,4,0.001463956469916809,8.204800707691983e-10,0.10022354694485842,0.1
64,5e-09,5e-08,0.003,4,0.0004574863968490029,1.5490245345999756e-10,0.9064828614008942,0.8733333333333333
65,5e-09,5.25e-08,0.003,4,0.0005043787525260259,1.7398888513994992e-10,0.9035022354694486,0.87
66,5e-09,5.4999999999999996e-08,0.003,4,0.0005535585401872934,1.947924517627853e-10,0.8986587183308494,0.8533333333333334
67,5e-09,5.75e-08,0.003,4,0.0006050257598328064,2.1747854351100595e-10,0.8789120715350224,0.85
68,5e-09,6e-08,0.003,4,0.0006587804114625642,2.4223780618311847e-10,0.834575260804769,0.77
69,5e-09,6.25e-08,0.003,4,0.000714822495076567,2.692908935923558e-10,0.7928464977645305,0.71
70,5e-09,6.5e-08,0.003,4,0.000773152010674815,2.9889435600533614e-10,0.4910581222056632,0.32
71,5e-09,6.75e-08,0.003,4,0.000833768958257308,3.313479925309611e-10,0.5271982116244411,0.30666666666666664
72,5e-09,6.999999999999999e-08,0.003,4,0.0008966733378240456,3.670041084179913e-10,0.5145305514157973,0.2633333333333333
73,5e-09,7.25e-08,0.003,4,0.0009618651493750286,4.062792770601822e-10,0.5964977645305514,0.4
74,5e-09,7.5e-08,0.003,4,0.0010293443929102566,4.4966943272576516e-10,0.6240685543964233,0.48333333333333334
75,5e-09,7.75e-08,0.003,4,0.0010991110684297296,4.977694469536922e-10,0.21684053651266766,0.20333333333333334
76,5e-09,8e-08,0.003,4,0.0011711651759334476,5.512988216026503e-10,0.10692995529061103,0.11333333333333333
77,5e-09,8.25e-08,0.003,4,0.0012455067154214109,6.111358487601112e-10,0.10022354694485842,0.1
78,5e-09,8.500000000000001e-08,0.003,4,0.0013221356868936187,6.783636798878466e-10,0.10022354694485842,0.1
79,5e-09,8.75e-08,0.003,4,0.0014010520903500715,7.543334449258663e-10,0.10022354694485842,0.1
80,5e-09,9e-08,0.003,4,0.0014822559257907696,8.407522649926388e-10,0.10022354694485842,0.1
81,5e-09,9.25e-08,0.003,4,0.0015657471932157129,9.398084164781665e-10,0.10022354694485842,0.1
82,5e-09,9.499999999999999e-08,0.003,4,0.0016515258926249007,1.0543533246026038e-09,0.10022354694485842,0.1
83,5e-09,9.749999999999999e-08,0.003,4,0.0017395920240183336,1.1881729518084413e-09,0.10022354694485842,0.1
84,5e-09,1e-07,0.003,4,0.0018299455873960115,1.3464043751845787e-09,0.10022354694485842,0.1
85,5.999999999999999e-09,5e-08,0.003,4,0.0005489836762188035,1.9282201816229103e-10,0.8960506706408345,0.84
86,5.999999999999999e-09,5.25e-08,0.003,4,0.0006052545030312309,2.175815471644152e-10,0.8785394932935916,0.8566666666666667
87,5.999999999999999e-09,5.4999999999999996e-08,0.003,4,0.0006642702482247521,2.4483054840853e-10,0.8073770491803278,0.7466666666666667
88,5.999999999999999e-09,5.75e-08,0.003,4,0.0007260309117993676,2.748615250052076e-10,0.7757078986587184,0.7166666666666667
89,5.999999999999999e-09,6e-08,0.003,4,0.0007905364937550769,3.0801969545129053e-10,0.5208643815201193,0.2833333333333333
90,5.999999999999999e-09,6.25e-08,0.003,4,0.0008577869940918806,3.447150160814822e-10,0.4832339791356185,0.24666666666666667
91,5.999999999999999e-09,6.5e-08,0.003,4,0.0009277824128097778,3.8543768751251095e-10,0.49552906110283157,0.24666666666666667
92,5.999999999999999e-09,6.75e-08,0.003,4,0.0010005227499087694,4.3077837890295177e-10,0.5968703427719821,0.35333333333333333
93,5.999999999999999e-09,6.999999999999999e-08,0.003,4,0.0010760080053888546,4.814549302860415e-10,0.426602086438152,0.3933333333333333
94,5.999999999999999e-09,7.25e-08,0.003,4,0.0011542381792500342,5.383480865326103e-10,0.14307004470938897,0.14
95,5.999999999999999e-09,7.5e-08,0.003,4,0.0012352132714923078,6.025500359608109e-10,0.10022354694485842,0.1
96,5.999999999999999e-09,7.75e-08,0.003,4,0.0013189332821156754,6.754314427536509e-10,0.10022354694485842,0.1
97,5.999999999999999e-09,8e-08,0.003,4,0.001405398211120137,7.587357474033846e-10,0.10022354694485842,0.1
98,5.999999999999999e-09,8.25e-08,0.003,4,0.0014946080585056926,8.547146132990552e-10,0.10022354694485842,0.1
99,5.999999999999999e-09,8.500000000000001e-08,0.003,4,0.0015865628242723424,9.66327103322757e-10,0.10022354694485842,0.1
100,5.999999999999999e-09,8.75e-08,0.003,4,0.0016812625084200855,1.0975405425062057e-09,0.10022354694485842,0.1
101,5.999999999999999e-09,9e-08,0.003,4,0.0017787071109489233,1.2537992609409516e-09,0.10022354694485842,0.1
102,5.999999999999999e-09,9.25e-08,0.003,4,0.0018788966318588549,1.4427817068196748e-09,0.10022354694485842,0.1
103,5.999999999999999e-09,9.499999999999999e-08,0.003,4,0.00198183107114988,1.6756765420337311e-09,0.10022354694485842,0.1
104,5.999999999999999e-09,9.749999999999999e-08,0.003,4,0.002087510428822,1.9694462875296634e-09,0.10022354694485842,0.1
105,5.999999999999999e-09,1e-07,0.003,4,0.002195934704875214,2.351102165288023e-09,0.10022354694485842,0.1
106,7e-09,5e-08,0.003,4,0.000640480955588604,2.3368246779905e-10,0.8509687034277198,0.8066666666666666
107,7e-09,5.25e-08,0.003,4,0.0007061302535364361,2.650082913158342e-10,0.8200447093889717,0.7333333333333333
108,7e-09,5.4999999999999996e-08,0.003,4,0.000774981956262211,2.9984820300634213e-10,0.5026080476900149,0.33
109,7e-09,5.75e-08,0.003,4,0.0008470360637659291,3.386948109184847e-10,0.5353949329359166,0.31333333333333335
110,7e-09,6e-08,0.003,4,0.0009222925760475898,3.8214459193583674e-10,0.5130402384500745,0.26
111,7e-09,6.25e-08,0.003,4,0.001000751493107194,4.309261636434308e-10,0.6177347242921013,0.4166666666666667
112,7e-09,6.5e-08,0.003,4,0.0010824128149447409,4.859383819571821e-10,0.39344262295081966,0.3466666666666667
113,7e-09,6.75e-08,0.003,4,0.0011672765415602312,5.483024867870954e-10,0.10804769001490314,0.11333333333333333
114,7e-09,6.999999999999999e-08,0.003,4,0.0012553426729536637,6.194347280441301e-10,0.10022354694485842,0.1
115,7e-09,7.25e-08,0.003,4,0.0013466112091250401,7.01149506713922e-10,0.10022354694485842,0.1
116,7e-09,7.5e-08,0.003,4,0.0014410821500743592,7.958091085891578e-10,0.10022354694485842,0.1
117,7e-09,7.75e-08,0.003,4,0.0015387554958016215,9.065465781102024e-10,0.10022354694485842,0.1
118,7e-09,8e-08,0.003,4,0.0016396312463068266,1.0376070995068287e-09,0.10022354694485842,0.1
119,7e-09,8.25e-08,0.003,4,0.001743709401589975,1.1948885405658804e-09,0.10022354694485842,0.1
120,7e-09,8.500000000000001e-08,0.003,4,0.0018509899616510662,1.38683130740757e-09,0.10022354694485842,0.1
121,7e-09,8.75e-08,0.003,4,0.0019614729264901,1.6259526419601268e-09,0.10022354694485842,0.1
122,7e-09,9e-08,0.003,4,0.0020751582961070773,1.93164459147879e-09,0.10022354694485842,0.1
123,7e-09,9.25e-08,0.003,4,0.0021920460705019975,2.335643078083816e-09,0.10022354694485842,0.1
124,7e-09,9.499999999999999e-08,0.003,4,0.0023121362496748604,2.8937059419270033e-09,0.10022354694485842,0.1
125,7e-09,9.749999999999999e-08,0.003,4,0.0024354288336256667,3.7136429493760483e-09,0.10022354694485842,0.1
126,7e-09,1e-07,0.003,4,0.002561923822354416,5.034542038603995e-09,0.10022354694485842,0.1
127,7.999999999999999e-09,5e-08,0.003,4,0.0007319782349584045,2.7783972880968186e-10,0.7552160953800298,0.68
128,7.999999999999999e-09,5.25e-08,0.003,4,0.0008070060040416412,3.1679821057772757e-10,0.4966467958271237,0.2633333333333333
129,7.999999999999999e-09,5.4999999999999996e-08,0.003,4,0.0008856936642996694,3.6062765135172e-10,0.5122950819672131,0.24666666666666667
130,7.999999999999999e-09,5.75e-08,0.003,4,0.0009680412157324901,4.1013076724246643e-10,0.6110283159463488,0.4666666666666667
131,7.999999999999999e-09,6e-08,0.003,4,0.0010540486583401026,4.663071556035828e-10,0.5514157973174366,0.4633333333333333
132,7.999999999999999e-09,6.25e-08,0.003,4,0.0011437159921225074,5.304166730577955e-10,0.19150521609538004,0.17666666666666667
133,7.999999999999999e-09,6.5e-08,0.003,4,0.0012370432170797038,6.040690749898844e-10,0.10022354694485842,0.1
134,7.999999999999999e-09,6.75e-08,0.003,4,0.0013340303332116928,6.893535423592086e-10,0.10022354694485842,0.1
135,7.999999999999999e-09,6.999999999999999e-08,0.003,4,0.0014346773405184729,7.890304498568824e-10,0.10022354694485842,0.1
136,7.999999999999999e-09,7.25e-08,0.003,4,0.0015389842390000456,9.068232946057606e-10,0.10022354694485842,0.1
137,7.999999999999999e-09,7.5e-08,0.003,4,0.0016469510286564104,1.0478776247785854e-09,0.10022354694485842,0.1
138,7.999999999999999e-09,7.75e-08,0.003,4,0.0017585777094875673,1.2195101562709076e-09,0.10022354694485842,0.1
139,7.999999999999999e-09,8e-08,0.003,4,0.001873864281493516,1.4324873520586773e-09,0.10022354694485842,0.1
140,7.999999999999999e-09,8.25e-08,0.003,4,0.0019928107446742565,1.7033283259449718e-09,0.10022354694485842,0.1
141,7.999999999999999e-09,8.500000000000001e-08,0.003,4,0.0021154170990297897,2.058736986288943e-09,0.10022354694485842,0.1
142,7.999999999999999e-09,8.75e-08,0.003,4,0.0022416833445601143,2.544878583458957e-09,0.10022354694485842,0.1
143,7.999999999999999e-09,9e-08,0.003,4,0.0023716094812652314,3.2490541598617856e-09,0.10022354694485842,0.1
144,7.999999999999999e-09,9.25e-08,0.003,4,0.00250519550914514,4.35864389781762e-09,0.10022354694485842,0.1
145,7.999999999999999e-09,9.499999999999999e-08,0.003,4,0.0026424414281998403,6.36211583950992e-09,0.10022354694485842,0.1
146,7.999999999999999e-09,9.749999999999999e-08,0.003,4,0.0027833472384293334,1.1059781777609628e-08,0.10022354694485842,0.1
147,7.999999999999999e-09,1e-07,0.003,4,0.002927912939833618,3.49658621494172e-08,0.10022354694485842,0.1
148,9e-09,5e-08,0.003,4,0.0008234755143282052,3.257095777314467e-10,0.5290611028315947,0.31333333333333335
149,9e-09,5.25e-08,0.003,4,0.0009078817545468466,3.735824431252125e-10,0.5059612518628912,0.2633333333333333
150,9e-09,5.4999999999999996e-08,0.003,4,0.0009964053723371283,4.2812402381636514e-10,0.5976154992548435,0.4866666666666667
151,9e-09,5.75e-08,0.003,4,0.0010890463676990515,4.906136398335392e-10,0.35581222056631895,0.31333333333333335
152,9e-09,6e-08,0.003,4,0.0011858047406326153,5.626943457080919e-10,0.10022354694485842,0.1
153,9e-09,6.25e-08,0.003,4,0.0012866804911378208,6.465107532149564e-10,0.10022354694485842,0.1
154,9e-09,6.5e-08,0.003,4,0.001391673619214667,7.449148049533487e-10,0.10022354694485842,0.1
155,9e-09,6.75e-08,0.003,4,0.0015007841248631543,8.617820649434609e-10,0.10022354694485842,0.1
156,9e-09,6.999999999999999e-08,0.003,4,0.001614012008083282,1.0025145640209183e-09,0.10022354694485842,0.1
157,9e-09,7.25e-08,0.003,4,0.0017313572688750516,1.1748725468768225e-09,0.10022354694485842,0.1
158,9e-09,7.5e-08,0.003,4,0.0018528199072384618,1.3904167882206872e-09,0.10022354694485842,0.1
159,9e-09,7.75e-08,0.003,4,0.001978399923173514,1.667157253187938e-09,0.10022354694485842,0.1
160,9e-09,8e-08,0.003,4,0.0021080973166802057,2.034775883159997e-09,0.10022354694485842,0.1
161,9e-09,8.25e-08,0.003,4,0.002241912087758539,2.5459062274191695e-09,0.10022354694485842,0.1
162,9e-09,8.500000000000001e-08,0.003,4,0.0023798442364085133,3.3036280526677244e-09,0.10022354694485842,0.1
163,9e-09,8.75e-08,0.003,4,0.002521893762630128,4.540940115822566e-09,0.10022354694485842,0.1
164,9e-09,9e-08,0.003,4,0.002668060666423385,6.9195902690359415e-09,0.10022354694485842,0.1
165,9e-09,9.25e-08,0.003,4,0.0028183449477882827,1.3356419857148635e-08,0.10022354694485842,0.1
166,9e-09,9.499999999999999e-08,0.003,4,0.0029727466067248206,9.390326771467904e-08,0.10022354694485842,0.1
167,9e-09,9.749999999999999e-08,0.003,4,0.0031312656432330005,-2.0535828958413853e-08,0.10022354694485842,0.1
168,9e-09,1e-07,0.003,4,0.0032939020573128207,-9.648314511739075e-09,0.10022354694485842,0.1
169,9.999999999999999e-09,5e-08,0.003,4,0.0009149727936980058,3.7778077321305155e-10,0.507451564828614,0.24666666666666667
170,9.999999999999999e-09,5.25e-08,0.003,4,0.0010087575050520517,4.3612002021975555e-10,0.6426974664679582,0.4533333333333333
171,9.999999999999999e-09,5.4999999999999996e-08,0.003,4,0.0011071170803745869,5.03515906990539e-10,0.4798807749627422,0.43666666666666665
172,9.999999999999999e-09,5.75e-08,0.003,4,0.0012100515196656128,5.819782135859423e-10,0.10283159463487332,0.10666666666666667
173,9.999999999999999e-09,6e-08,0.003,4,0.0013175608229251284,6.741781868231106e-10,0.10022354694485842,0.1
174,9.999999999999999e-09,6.25e-08,0.003,4,0.001429644990153134,7.837431516558669e-10,0.10022354694485842,0.1
175,9.999999999999999e-09,6.5e-08,0.003,4,0.00154630402134963,9.157242029507067e-10,0.10022354694485842,0.1
176,9.999999999999999e-09,6.75e-08,0.003,4,0.001667537916514616,1.0773684533854384e-09,0.10022354694485842,0.1
177,9.999999999999999e-09,6.999999999999999e-08,0.003,4,0.0017933466756480912,1.2794553510690863e-09,0.10022354694485842,0.1
178,9.999999999999999e-09,7.25e-08,0.003,4,0.0019237302987500573,1.5387443364825833e-09,0.10022354694485842,0.1
179,9.999999999999999e-09,7.5e-08,0.003,4,0.002058688785820513,1.882785577372131e-09,0.10022354694485842,0.1
180,9.999999999999999e-09,7.75e-08,0.003,4,0.002198222136859459,2.3602657935250862e-09,0.10022354694485842,0.1
181,9.999999999999999e-09,8e-08,0.003,4,0.002342330351866895,3.0660818429915596e-09,0.10022354694485842,0.1
182,9.999999999999999e-09,8.25e-08,0.003,4,0.0024910134308428217,4.213210357948518e-09,0.10022354694485842,0.1
183,9.999999999999999e-09,8.500000000000001e-08,0.003,4,0.0026442713737872374,6.399272512359331e-09,0.10022354694485842,0.1
184,9.999999999999999e-09,8.75e-08,0.003,4,0.002802104180700143,1.2189644927421801e-08,0.10022354694485842,0.1
185,9.999999999999999e-09,9e-08,0.003,4,0.002964511851581539,7.191396705311118e-08,0.10022354694485842,0.1
186,9.999999999999999e-09,9.25e-08,0.003,4,0.0031314943864314258,-2.050160308366089e-08,0.10022354694485842,0.1
187,9.999999999999999e-09,9.499999999999999e-08,0.003,4,0.0033030517852498014,-9.383004670832217e-09,0.10022354694485842,0.1
188,9.999999999999999e-09,9.749999999999999e-08,0.003,4,0.0034791840480366673,-6.250553086819135e-09,0.10022354694485842,0.1
189,9.999999999999999e-09,1e-07,0.003,4,0.003659891174792023,-4.77462478818735e-09,0.10022354694485842,0.1
190,1.0999999999999998e-08,5e-08,0.003,4,0.0010064700730678061,4.3463180435775237e-10,0.6184798807749627,0.44
191,1.0999999999999998e-08,5.25e-08,0.003,4,0.0011096332555572566,5.053319900401912e-10,0.4146795827123696,0.37666666666666665
192,1.0999999999999998e-08,5.4999999999999996e-08,0.003,4,0.0012178287884120455,5.882747512109933e-10,0.10022354694485842,0.1
193,1.0999999999999998e-08,5.75e-08,0.003,4,0.001331056671632174,6.865913907430897e-10,0.10022354694485842,0.1
194,1.0999999999999998e-08,6e-08,0.003,4,0.001449316905217641,8.046068067825742e-10,0.10022354694485842,0.1
195,1.0999999999999998e-08,6.25e-08,0.003,4,0.0015726094891684473,9.48465379884626e-10,0.10022354694485842,0.1
196,1.0999999999999998e-08,6.5e-08,0.003,4,0.0017009344234845927,1.1271971769495319e-09,0.10022354694485842,0.1
197,1.0999999999999998e-08,6.75e-08,0.003,4,0.0018342917081660773,1.3546338192405166e-09,0.10022354694485842,0.1
198,1.0999999999999998e-08,6.999999999999999e-08,0.003,4,0.0019726813432129,1.6530848990042515e-09,0.10022354694485842,0.1
199,1.0999999999999998e-08,7.25e-08,0.003,4,0.0021161033286250627,2.0610036863528576e-09,0.10022354694485842,0.1
200,1.0999999999999998e-08,7.5e-08,0.003,4,0.002264557664402564,2.650807277880838e-09,0.10022354694485842,0.1
201,1.0999999999999998e-08,7.75e-08,0.003,4,0.002418044350545405,3.5769903647550995e-09,0.10022354694485842,0.1
202,1.0999999999999998e-08,8e-08,0.003,4,0.0025765633870535845,5.238365780596803e-09,0.10022354694485842,0.1
203,1.0999999999999998e-08,8.25e-08,0.003,4,0.002740114773927103,9.076753878617952e-09,0.10022354694485842,0.1
204,1.0999999999999998e-08,8.500000000000001e-08,0.003,4,0.0029086985111659606,2.742611203298766e-08,0.10022354694485842,0.1
205,1.0999999999999998e-08,8.75e-08,0.003,4,0.0030823145987701568,-3.22361742208621e-08,0.10022354694485842,0.1
206,1.0999999999999998e-08,9e-08,0.003,4,0.003260963036739692,-1.0757473260688267e-08,0.10022354694485842,0.1
207,1.0999999999999998e-08,9.25e-08,0.003,4,0.0034446438250745675,-6.669226295190239e-09,0.10022354694485842,0.1
208,1.0999999999999998e-08,9.499999999999999e-08,0.003,4,0.00363335696377478,-4.93858933753745e-09,0.10022354694485842,0.1
209,1.0999999999999998e-08,9.749999999999999e-08,0.003,4,0.003827102452840333,-3.983402361287767e-09,0.10022354694485842,0.1
210,1.0999999999999998e-08,1e-07,0.003,4,0.0040258802922712245,-3.378372762246779e-09,0.10022354694485842,0.1
211,1.1999999999999998e-08,5e-08,0.003,4,0.001097967352437607,4.969524731406656e-10,0.2786885245901639,0.25333333333333335
212,1.1999999999999998e-08,5.25e-08,0.003,4,0.0012105090060624618,5.823470831210771e-10,0.10469448584202683,0.11
213,1.1999999999999998e-08,5.4999999999999996e-08,0.003,4,0.0013285404964495041,6.842618619793288e-10,0.10022354694485842,0.1
214,1.1999999999999998e-08,5.75e-08,0.003,4,0.0014520618235987352,8.075601738186015e-10,0.10022354694485842,0.1
215,1.1999999999999998e-08,6e-08,0.003,4,0.0015810729875101537,9.59257622575103e-10,0.10022354694485842,0.1
216,1.1999999999999998e-08,6.25e-08,0.003,4,0.0017155739881837611,1.1498567982711131e-09,0.10022354694485842,0.1
217,1.1999999999999998e-08,6.5e-08,0.003,4,0.0018555648256195557,1.3958165088061844e-09,0.10022354694485842,0.1
218,1.1999999999999998e-08,6.75e-08,0.003,4,0.002001045499817539,1.724466065852465e-09,0.10022354694485842,0.1
219,1.1999999999999998e-08,6.999999999999999e-08,0.003,4,0.002152016010777709,2.1847474561069483e-09,0.10022354694485842,0.1
220,1.1999999999999998e-08,7.25e-08,0.003,4,0.0023084763585000685,2.8738347751652083e-09,0.10022354694485842,0.1
221,1.1999999999999998e-08,7.5e-08,0.003,4,0.0024704265429846156,4.015957720836375e-09,0.10022354694485842,0.1
222,1.1999999999999998e-08,7.75e-08,0.003,4,0.002637866564231351,6.2708670698451574e-09,0.10022354694485842,0.1
223,1.1999999999999998e-08,8e-08,0.003,4,0.002810796422240274,1.278920192125535e-08,0.10022354694485842,0.1
224,1.1999999999999998e-08,8.25e-08,0.003,4,0.0029892161170113852,2.38630276774375e-07,0.10022354694485842,0.1
225,1.1999999999999998e-08,8.500000000000001e-08,0.003,4,0.0031731256485446847,-1.5778628565218924e-08,0.10022354694485842,0.1
226,1.1999999999999998e-08,8.75e-08,0.003,4,0.003362525016840171,-7.984926803382528e-09,0.10022354694485842,0.1
227,1.1999999999999998e-08,9e-08,0.003,4,0.0035574142218978465,-5.4941408436661735e-09,0.10022354694485842,0.1
228,1.1999999999999998e-08,9.25e-08,0.003,4,0.0037577932637177097,-4.268993955086187e-09,0.10022354694485842,0.1
229,1.1999999999999998e-08,9.499999999999999e-08,0.003,4,0.00396366214229976,-3.540912763948849e-09,0.10022354694485842,0.1
230,1.1999999999999998e-08,9.749999999999999e-08,0.003,4,0.004175020857644,-3.058837954535307e-09,0.10022354694485842,0.1
231,1.1999999999999998e-08,1e-07,0.003,4,0.004391869409750428,-2.7164037705804722e-09,0.10022354694485842,0.1
232,1.2999999999999999e-08,5e-08,0.003,4,0.0011894646318074075,5.65572020964904e-10,0.10022354694485842,0.1
