Model Number,L,R,I_DC_Vortex,rango_I_in,I_th,T_relax,Accuracy_Train,Accuracy_Test
1,2e-09,5e-08,0.0035,4,0.0001829945587396012,4.74936326825989e-11,0.9280923994038748,0.8966666666666666
2,2e-09,5.25e-08,0.0035,4,0.00020175150101041036,5.2659508064669726e-11,0.926602086438152,0.91
3,2e-09,5.4999999999999996e-08,0.0035,4,0.00022142341607491744,5.814088130654864e-11,0.9262295081967213,0.9
4,2e-09,5.75e-08,0.0035,4,0.0002420103039331226,6.394808554818068e-11,0.9299552906110283,0.9066666666666666
5,2e-09,6e-08,0.0035,4,0.0002635121645850257,7.009226368342404e-11,0.9310730253353204,0.8933333333333333
6,2e-09,6.25e-08,0.0035,4,0.0002859289980306269,7.658542601466095e-11,0.9329359165424739,0.9033333333333333
7,2e-09,6.5e-08,0.0035,4,0.000309260804269926,8.344051392001462e-11,0.9333084947839047,0.8933333333333333
8,2e-09,6.75e-08,0.0035,4,0.00033350758330292325,9.067147020530635e-11,0.9288375558867362,0.89
9,2e-09,6.999999999999999e-08,0.0035,4,0.00035866933512961833,9.829331690499095e-11,0.9277198211624441,0.8933333333333333
10,2e-09,7.25e-08,0.0035,4,0.00038474605975001157,1.0632224140246206e-10,0.9146795827123696,0.88
11,2e-09,7.5e-08,0.0035,4,0.0004117377571641027,1.1477569186276917e-10,0.9165424739195231,0.8766666666666667
12,2e-09,7.75e-08,0.0035,4,0.0004396444273718919,1.2367248311287786e-10,0.9087183308494784,0.8866666666666667
13,2e-09,8e-08,0.0035,4,0.00046846607037337906,1.3303291426963645e-10,0.9072280178837556,0.8733333333333333
14,2e-09,8.25e-08,0.0035,4,0.0004982026861685643,1.4287889960781836e-10,0.8997764530551415,0.8466666666666667
15,2e-09,8.500000000000001e-08,0.0035,4,0.0005288542747574476,1.532341143850722e-10,0.8960506706408345,0.8433333333333334
16,2e-09,8.75e-08,0.0035,4,0.0005604208361400286,1.6412415760349276e-10,0.8856184798807749,0.8466666666666667
17,2e-09,9e-08,0.0035,4,0.000592902370316308,1.7557673399629272e-10,0.8662444113263785,0.83
18,2e-09,9.25e-08,0.0035,4,0.0006262988772862852,1.8762185789180836e-10,0.86698956780924,0.86
