Model Number,L,R,I_DC_Vortex,rango_I_in,I_th,T_relax,Accuracy_Train,Accuracy_Test
1,2e-09,5e-08,0.00075,4,0.0001829945587396012,2.77839728809682e-10,0.9325633383010432,0.8933333333333333
2,2e-09,5.25e-08,0.00075,4,0.00020175150101041036,3.1679821057772767e-10,0.9232488822652757,0.8966666666666666
3,2e-09,5.4999999999999996e-08,0.00075,4,0.00022142341607491744,3.606276513517202e-10,0.9318181818181818,0.91
4,2e-09,5.75e-08,0.00075,4,0.0002420103039331226,4.101307672424665e-10,0.9329359165424739,0.8933333333333333
5,2e-09,6e-08,0.00075,4,0.0002635121645850257,4.66307155603583e-10,0.9347988077496274,0.8933333333333333
6,2e-09,6.25e-08,0.00075,4,0.0002859289980306269,5.304166730577956e-10,0.9292101341281669,0.8866666666666667
7,2e-09,6.5e-08,0.00075,4,0.000309260804269926,6.040690749898846e-10,0.9280923994038748,0.8966666666666666
8,2e-09,6.75e-08,0.00075,4,0.00033350758330292325,6.893535423592086e-10,0.9284649776453056,0.8966666666666666
9,2e-09,6.999999999999999e-08,0.00075,4,0.00035866933512961833,7.89030449856883e-10,0.9243666169895678,0.9066666666666666
10,2e-09,7.25e-08,0.00075,4,0.00038474605975001157,9.068232946057613e-10,0.9187779433681073,0.88
11,2e-09,7.5e-08,0.00075,4,0.0004117377571641027,1.047877624778586e-09,0.9184053651266766,0.87
12,2e-09,7.75e-08,0.00075,4,0.0004396444273718919,1.219510156270908e-09,0.9094634873323398,0.8666666666666667
13,2e-09,8e-08,0.00075,4,0.00046846607037337906,1.4324873520586777e-09,0.9049925484351714,0.8733333333333333
14,2e-09,8.25e-08,0.00075,4,0.0004982026861685643,1.7033283259449739e-09,0.9008941877794336,0.8666666666666667
15,2e-09,8.500000000000001e-08,0.00075,4,0.0005288542747574476,2.0587369862889463e-09,0.896795827123696,0.84
16,2e-09,8.75e-08,0.00075,4,0.0005604208361400286,2.544878583458957e-09,0.8908345752608048,0.84
17,2e-09,9e-08,0.00075,4,0.000592902370316308,3.249054159861789e-09,0.8647540983606558,0.8233333333333334
18,2e-09,9.25e-08,0.00075,4,0.0006262988772862852,4.358643897817629e-09,0.8595380029806259,0.82
19,2e-09,9.499999999999999e-08,0.00075,4,0.0006606103570499602,6.3621158395099294e-09,0.8297317436661699,0.7566666666666667
20,2e-09,9.749999999999999e-08,0.00075,4,0.0006958368096073336,1.1059781777609693e-08,0.7552160953800298,0.6766666666666666
21,2e-09,1e-07,0.00075,4,0.0007319782349584048,3.496586214941783e-08,0.7578241430700448,0.6933333333333334
22,3e-09,5e-08,0.00075,4,0.00027449183810940173,4.969524731406656e-10,0.9292101341281669,0.8933333333333333
23,3e-09,5.25e-08,0.00075,4,0.00030262725151561555,5.823470831210774e-10,0.9314456035767511,0.9066666666666666
24,3e-09,5.4999999999999996e-08,0.00075,4,0.0003321351241123761,6.842618619793292e-10,0.9307004470938898,0.89
25,3e-09,5.75e-08,0.00075,4,0.00036301545589968384,8.075601738186018e-10,0.9221311475409836,0.8866666666666667
26,3e-09,6e-08,0.00075,4,0.00039526824687753854,9.592576225751036e-10,0.9161698956780924,0.8766666666666667
27,3e-09,6.25e-08,0.00075,4,0.0004288934970459403,1.1498567982711131e-09,0.9124441132637854,0.8866666666666667
28,3e-09,6.5e-08,0.00075,4,0.000463891206404889,1.3958165088061852e-09,0.900521609538003,0.87
29,3e-09,6.75e-08,0.00075,4,0.0005002613749543848,1.7244660658524664e-09,0.9072280178837556,0.8566666666666667
30,3e-09,6.999999999999999e-08,0.00075,4,0.0005380040026944274,2.1847474561069495e-09,0.8945603576751118,0.8566666666666667
31,3e-09,7.25e-08,0.00075,4,0.0005771190896250172,2.8738347751652104e-09,0.8811475409836066,0.8633333333333333
32,3e-09,7.5e-08,0.00075,4,0.000617606635746154,4.0159577208363785e-09,0.8751862891207154,0.8566666666666667
33,3e-09,7.75e-08,0.00075,4,0.0006594666410578378,6.270867069845167e-09,0.830849478390462,0.7666666666666667
34,3e-09,8e-08,0.00075,4,0.0007026991055600687,1.2789201921255395e-08,0.8207898658718331,0.7566666666666667
35,3e-09,8.25e-08,0.00075,4,0.0007473040292528465,2.3863027677438966e-07,0.6535022354694486,0.53
36,3e-09,8.500000000000001e-08,0.00075,4,0.0007932814121361713,-1.577862856521889e-08,0.10022354694485842,0.1
37,3e-09,8.75e-08,0.00075,4,0.0008406312542100429,-7.98492680338252e-09,0.10022354694485842,0.1
38,3e-09,9e-08,0.00075,4,0.0008893535554744618,-5.49414084366617e-09,0.10022354694485842,0.1
39,3e-09,9.25e-08,0.00075,4,0.0009394483159294276,-4.268993955086183e-09,0.10022354694485842,0.1
40,3e-09,9.499999999999999e-08,0.00075,4,0.0009909155355749403,-3.540912763948847e-09,0.10022354694485842,0.1
41,3e-09,9.749999999999999e-08,0.00075,4,0.001043755214411,-3.058837954535307e-09,0.10022354694485842,0.1
42,3e-09,1e-07,0.00075,4,0.001097967352437607,-2.7164037705804722e-09,0.10022354694485842,0.1
43,3.9999999999999994e-09,5e-08,0.00075,4,0.00036598911747920225,8.204800707691983e-10,0.9198956780923994,0.8766666666666667
44,3.9999999999999994e-09,5.25e-08,0.00075,4,0.0004035030020208206,1.0025145640209187e-09,0.9225037257824144,0.89
45,3.9999999999999994e-09,5.4999999999999996e-08,0.00075,4,0.0004428468321498347,1.2412004952096428e-09,0.9131892697466468,0.89
46,3.9999999999999994e-09,5.75e-08,0.00075,4,0.00048402060786624507,1.5666041051361247e-09,0.9020119225037257,0.8733333333333333
47,3.9999999999999994e-09,6e-08,0.00075,4,0.0005270243291700513,2.0347758831599947e-09,0.9012667660208644,0.8566666666666667
48,3.9999999999999994e-09,6.25e-08,0.00075,4,0.0005718579960612537,2.7635368580655577e-09,0.8822652757078987,0.8566666666666667
49,3.9999999999999994e-09,6.5e-08,0.00075,4,0.0006185216085398519,4.049896189323999e-09,0.8733233979135618,0.8266666666666667
50,3.9999999999999994e-09,6.75e-08,0.00075,4,0.0006670151666058464,6.919590269035955e-09,0.8055141579731744,0.7333333333333333
51,3.9999999999999994e-09,6.999999999999999e-08,0.00075,4,0.0007173386702592364,1.8907485579810997e-08,0.7876304023845008,0.72
52,3.9999999999999994e-09,7.25e-08,0.00075,4,0.0007694921195000228,-3.3985096537587175e-08,0.10022354694485842,0.1
53,3.9999999999999994e-09,7.5e-08,0.00075,4,0.0008234755143282052,-9.648314511739075e-09,0.10022354694485842,0.1
54,3.9999999999999994e-09,7.75e-08,0.00075,4,0.0008792888547437837,-5.85482443363432e-09,0.10022354694485842,0.1
55,3.9999999999999994e-09,8e-08,0.00075,4,0.000936932140746758,-4.31486839828005e-09,0.10022354694485842,0.1
56,3.9999999999999994e-09,8.25e-08,0.00075,4,0.0009964053723371283,-3.4812024833544157e-09,0.10022354694485842,0.1
57,3.9999999999999994e-09,8.500000000000001e-08,0.00075,4,0.0010577085495148948,-2.9591695429606335e-09,0.10022354694485842,0.1
58,3.9999999999999994e-09,8.75e-08,0.00075,4,0.0011208416722800572,-2.601951129229888e-09,0.10022354694485842,0.1
59,3.9999999999999994e-09,9e-08,0.00075,4,0.0011858047406326157,-2.3424192517378358e-09,0.10022354694485842,0.1
60,3.9999999999999994e-09,9.25e-08,0.00075,4,0.00125259775457257,-2.1455294567635084e-09,0.10022354694485842,0.1
61,3.9999999999999994e-09,9.499999999999999e-08,0.00075,4,0.0013212207140999202,-1.9911997210980172e-09,0.10022354694485842,0.1
62,3.9999999999999994e-09,9.749999999999999e-08,0.00075,4,0.0013916736192146667,-1.8670958200063204e-09,0.10022354694485842,0.1
63,3.9999999999999994e-09,1e-07,0.00075,4,0.001463956469916809,-1.7652240120662768e-09,0.10022354694485842,0.1
64,5e-09,5e-08,0.00075,4,0.0004574863968490029,1.3464043751845787e-09,0.9087183308494784,0.86
65,5e-09,5.25e-08,0.00075,4,0.0005043787525260259,1.7678045488535207e-09,0.9053651266766021,0.8833333333333333
66,5e-09,5.4999999999999996e-08,0.00075,4,0.0005535585401872934,2.425905053370102e-09,0.896795827123696,0.8533333333333334
67,5e-09,5.75e-08,0.00075,4,0.0006050257598328064,3.592745227684969e-09,0.8915797317436661,0.86
68,5e-09,6e-08,0.00075,4,0.0006587804114625642,6.217216126638252e-09,0.8405365126676602,0.7933333333333333
69,5e-09,6.25e-08,0.00075,4,0.000714822495076567,1.7493494597112715e-08,0.8099850968703428,0.73
70,5e-09,6.5e-08,0.00075,4,0.000773152010674815,-2.8748790117618847e-08,0.10022354694485842,0.1
71,5e-09,6.75e-08,0.00075,4,0.000833768958257308,-8.568523734471477e-09,0.10022354694485842,0.1
72,5e-09,6.999999999999999e-08,0.00075,4,0.0008966733378240456,-5.262916476951722e-09,0.10022354694485842,0.1
73,5e-09,7.25e-08,0.00075,4,0.0009618651493750286,-3.908391522181486e-09,0.10022354694485842,0.1
74,5e-09,7.5e-08,0.00075,4,0.0010293443929102566,-3.172226153193558e-09,0.10022354694485842,0.1
75,5e-09,7.75e-08,0.00075,4,0.0010991110684297296,-2.710324930240887e-09,0.10022354694485842,0.1
76,5e-09,8e-08,0.00075,4,0.0011711651759334476,-2.393917021223763e-09,0.10022354694485842,0.1
77,5e-09,8.25e-08,0.00075,4,0.0012455067154214109,-2.163913644849302e-09,0.10022354694485842,0.1
78,5e-09,8.500000000000001e-08,0.00075,4,0.0013221356868936187,-1.9893920897875625e-09,0.10022354694485842,0.1
79,5e-09,8.75e-08,0.00075,4,0.0014010520903500715,-1.8526012016867972e-09,0.10022354694485842,0.1
80,5e-09,9e-08,0.00075,4,0.0014822559257907696,-1.742624024097248e-09,0.10022354694485842,0.1
81,5e-09,9.25e-08,0.00075,4,0.0015657471932157129,-1.6523781759637236e-09,0.10022354694485842,0.1
82,5e-09,9.499999999999999e-08,0.00075,4,0.0016515258926249007,-1.5770685788200892e-09,0.10022354694485842,0.1
83,5e-09,9.749999999999999e-08,0.00075,4,0.0017395920240183336,-1.5133334030158826e-09,0.10022354694485842,0.1
84,5e-09,1e-07,0.00075,4,0.0018299455873960115,-1.4587460689872257e-09,0.10022354694485842,0.1
85,5.999999999999999e-09,5e-08,0.00075,4,0.0005489836762188035,2.351102165288023e-09,0.8994038748137109,0.8466666666666667
86,5.999999999999999e-09,5.25e-08,0.00075,4,0.0006052545030312309,3.5997833522096066e-09,0.8863636363636364,0.8633333333333333
87,5.999999999999999e-09,5.4999999999999996e-08,0.00075,4,0.0006642702482247521,6.6704730180539396e-09,0.8301043219076006,0.7633333333333333
88,5.999999999999999e-09,5.75e-08,0.00075,4,0.0007260309117993676,2.607636161066134e-08,0.772354694485842,0.7133333333333334
89,5.999999999999999e-09,6e-08,0.00075,4,0.0007905364937550769,-1.678878001674893e-08,0.10022354694485842,0.1
90,5.999999999999999e-09,6.25e-08,0.00075,4,0.0008577869940918806,-6.851039840225071e-09,0.10022354694485842,0.1
91,5.999999999999999e-09,6.5e-08,0.00075,4,0.0009277824128097778,-4.4926308637961425e-09,0.10022354694485842,0.1
92,5.999999999999999e-09,6.75e-08,0.00075,4,0.0010005227499087694,-3.4381371303057133e-09,0.10022354694485842,0.1
93,5.999999999999999e-09,6.999999999999999e-08,0.00075,4,0.0010760080053888546,-2.841388604956261e-09,0.10022354694485842,0.1
94,5.999999999999999e-09,7.25e-08,0.00075,4,0.0011542381792500342,-2.4581110726334406e-09,0.10022354694485842,0.1
95,5.999999999999999e-09,7.5e-08,0.00075,4,0.0012352132714923078,-2.191556515869805e-09,0.10022354694485842,0.1
96,5.999999999999999e-09,7.75e-08,0.00075,4,0.0013189332821156754,-1.9957442363072993e-09,0.10022354694485842,0.1
97,5.999999999999999e-09,8e-08,0.00075,4,0.001405398211120137,-1.8460248434745284e-09,0.10022354694485842,0.1
98,5.999999999999999e-09,8.25e-08,0.00075,4,0.0014946080585056926,-1.7279969998175683e-09,0.10022354694485842,0.1
99,5.999999999999999e-09,8.500000000000001e-08,0.00075,4,0.0015865628242723424,-1.6326838966788194e-09,0.10022354694485842,0.1
100,5.999999999999999e-09,8.75e-08,0.00075,4,0.0016812625084200855,-1.5541996470870437e-09,0.10022354694485842,0.1
101,5.999999999999999e-09,9e-08,0.00075,4,0.0017787071109489233,-1.4885248730050904e-09,0.10022354694485842,0.1
102,5.999999999999999e-09,9.25e-08,0.00075,4,0.0018788966318588549,-1.432821558112509e-09,0.10022354694485842,0.1
103,5.999999999999999e-09,9.499999999999999e-08,0.00075,4,0.00198183107114988,-1.3850290269989206e-09,0.10022354694485842,0.1
104,5.999999999999999e-09,9.749999999999999e-08,0.00075,4,0.002087510428822,-1.3436150923689065e-09,0.10022354694485842,0.1
105,5.999999999999999e-09,1e-07,0.00075,4,0.002195934704875214,-1.307417029293855e-09,0.10022354694485842,0.1
106,7e-09,5e-08,0.00075,4,0.000640480955588604,5.034542038603995e-09,0.8509687034277198,0.8133333333333334
107,7e-09,5.25e-08,0.00075,4,0.0007061302535364361,1.3856804541058437e-08,0.8148286140089419,0.7433333333333333
108,7e-09,5.4999999999999996e-08,0.00075,4,0.000774981956262211,-2.6705981511970478e-08,0.10022354694485842,0.1
109,7e-09,5.75e-08,0.00075,4,0.0008470360637659291,-7.514708295011745e-09,0.10022354694485842,0.1
110,7e-09,6e-08,0.00075,4,0.0009222925760475898,-4.608350945249327e-09,0.10022354694485842,0.1
